Length,Freq,Freq_norm,Freq_model
1.0,467.0,0.06018816857842506,0.042178997126764706
2.0,662.0,0.08532027323108649,0.08151729783819742
3.0,805.0,0.10375048330970486,0.10722848568408025
4.0,868.0,0.11187008635133394,0.11457397792638252
5.0,774.0,0.0997551230828715,0.1092782392152843
6.0,700.0,0.0902178115736564,0.0974732943313654
7.0,679.0,0.08751127722644671,0.08340412382452286
8.0,508.0,0.06547235468488208,0.06949504039104071
9.0,444.0,0.05722386905529063,0.056915036266535095
10.0,389.0,0.050135326717360484,0.04608879941466149
11.0,315.0,0.04059801520814538,0.03704637373947082
12.0,291.0,0.037504833097048586,0.02963375487798927
13.0,200.0,0.025776517592473257,0.02362920382789876
14.0,133.0,0.017141384198994716,0.01880243332661524
15.0,140.0,0.01804356231473128,0.01494160942501271
16.0,80.0,0.010310607036989303,0.011863297625843176
17.0,50.0,0.006444129398118314,0.00941396138973865
18.0,51.0,0.006573011986080681,0.007467671436790649
19.0,39.0,0.005026420930532285,0.005922427320443309
20.0,34.0,0.004382007990720454,0.004696257489687232
21.0,35.0,0.00451089057868282,0.0037236134474770864
22.0,14.0,0.001804356231473128,0.0029522448765953013
23.0,13.0,0.0016754736435107616,0.0023405854354772845
24.0,21.0,0.002706534347209692,0.0018556103530956833
25.0,7.0,0.000902178115736564,0.0014711024525556763
26.0,11.0,0.001417708467586029,0.0011662595303682933
27.0,3.0,0.00038664776388709887,0.0009245812741088471
28.0,1.0,0.0001288825879623663,0.0007329823003393081
29.0,4.0,0.0005155303518494652,0.0005810867250633982
30.0,2.0,0.0002577651759247326,0.000460667787166998
31.0,3.0,0.00038664776388709887,0.00036520303530664355
32.0,3.0,0.00038664776388709887,0.00028952141411860957
33.0,1.0,0.0001288825879623663,0.00022952334669860462
34.0,3.0,0.00038664776388709887,0.0001819587563752979
35.0,0.0,0.0,0.00014425105565684103
36.0,1.0,0.0001288825879623663,0.00011435759365603152
37.0,2.0,0.0002577651759247326,9.065901510144963e-05
38.0,0.0,0.0,7.187154369864796e-05
39.0,0.0,0.0,5.6977441231128715e-05
40.0,2.0,0.0002577651759247326,4.5169876810542114e-05
41.0,0.0,0.0,3.5809220523204226e-05
42.0,1.0,0.0001288825879623663,2.8388394211848474e-05
43.0,0.0,0.0,2.2505402580556533e-05
44.0,0.0,0.0,1.7841556686165848e-05
45.0,3.0,0.00038664776388709887,1.4144210198269113e-05
46.0,0.0,0.0,1.1213073250307908e-05
47.0,0.0,0.0,8.88936249613927e-06
48.0,0.0,0.0,7.047199622028357e-06
49.0,0.0,0.0,5.586792363117559e-06
50.0,0.0,0.0,4.4290286326794246e-06
