Length,Freq,Freq_model
1.0,0.05583756345177665,0.04056662745609385
2.0,0.09238578680203045,0.07186546960599358
3.0,0.083248730964467,0.09285985385289541
4.0,0.09289340101522843,0.10123990197467013
5.0,0.07868020304568528,0.0999636953363247
6.0,0.10304568527918782,0.09273122729313245
7.0,0.08629441624365482,0.0825318416198307
8.0,0.06294416243654823,0.07139440578416285
9.0,0.05532994923857868,0.060538624584087174
10.0,0.05786802030456853,0.05060838764465388
11.0,0.04111675126903553,0.04187678814200604
12.0,0.03553299492385787,0.03439690000768368
13.0,0.026903553299492386,0.028102585196255036
14.0,0.030456852791878174,0.022871502735201527
15.0,0.02233502538071066,0.018562189262440663
16.0,0.012690355329949238,0.01503443933587123
17.0,0.017258883248730966,0.012159447739576985
18.0,0.007106598984771574,0.009823962103720283
19.0,0.008629441624365483,0.007931114649743474
20.0,0.004568527918781726,0.006399546839161921
21.0,0.005076142131979695,0.0051617667873631815
22.0,0.003553299492385787,0.004162263479312669
23.0,0.005583756345177665,0.003355652967120297
24.0,0.0015228426395939086,0.0027049873286455247
25.0,0.0020304568527918783,0.002180276348175633
26.0,0.0015228426395939086,0.0017572288068589913
27.0,0.0025380710659898475,0.0014161990308732269
28.0,0.0015228426395939086,0.0011413153569458574
29.0,0.0,0.0009197647867182109
30.0,0.0005076142131979696,0.0007412090534498523
31.0,0.0,0.0005973097841721173
32.0,0.0,0.0004813434123971683
33.0,0.0,0.00038788946754351
34.0,0.0005076142131979696,0.00031257859521281256
35.0,0.0,0.00025188905339549163
36.0,0.0,0.00020298246718877735
37.0,0.0,0.00016357133003732564
38.0,0.0,0.00013181215012750405
39.0,0.0,0.00010621929801633403
40.0,0.0,8.559555608306932e-05
41.0,0.0,6.897613820646884e-05
42.0,0.0,5.558357060050434e-05
43.0,0.0,4.479132854669635e-05
44.0,0.0005076142131979696,3.6094530959926644e-05
45.0,0.0,2.9086323544971463e-05
46.0,0.0,2.343884666236972e-05
47.0,0.0,1.8887898077302938e-05
48.0,0.0,1.522057338064875e-05
49.0,0.0,1.226530603981144e-05
50.0,0.0,9.883841222436196e-06
