Length,Freq,Freq_model
1.0,0.06753878916945542,0.04471343805438527
2.0,0.08335868573167021,0.0774788595601491
3.0,0.09826589595375723,0.09878058974447337
4.0,0.10648007301490721,0.10663931243722853
5.0,0.08335868573167021,0.1043066111356781
6.0,0.09309400669303317,0.09575854884391177
7.0,0.08518405841192576,0.08420887899796667
8.0,0.06723456038941283,0.07184064369753905
9.0,0.0648007301490721,0.0599598158253844
10.0,0.044417401886218434,0.04924262329509081
11.0,0.04472163066626103,0.039957647886838324
12.0,0.03163979312442957,0.032131902125734586
13.0,0.032552479464557346,0.025663267110656966
14.0,0.021600243383024034,0.020391322022039585
15.0,0.018557955582598113,0.01613907670465057
16.0,0.016428354122299968,0.012735687284218882
17.0,0.008214177061149984,0.010027400577491729
18.0,0.006388804380894433,0.007881590178061653
19.0,0.0069972619409796166,0.00618698850181659
20.0,0.0051718892607240646,0.0048520127952659635
21.0,0.003346516580468512,0.003802295772370813
22.0,0.0021296014602981443,0.002978037348855059
23.0,0.002433830240340736,0.0023314945329007235
24.0,0.001216915120170368,0.0018247517225083417
25.0,0.0009126863401277761,0.001427816073376189
26.0,0.000608457560085184,0.001117031469921226
27.0,0.000304228780042592,0.0008737805730560561
28.0,0.000608457560085184,0.0006834355376197503
29.0,0.0009126863401277761,0.0005345171752154391
30.0,0.0,0.0004180254449339015
31.0,0.000608457560085184,0.0003269088563665459
32.0,0.0009126863401277761,0.0002556454160572189
33.0,0.0,0.0001999125162972944
34.0,0.0,0.0001563273834941136
35.0,0.0,0.00012224329314936618
36.0,0.0,9.558973799389035e-05
37.0,0.0,7.47471674275025e-05
38.0,0.0,5.844887768806577e-05
39.0,0.0,4.570420093638971e-05
40.0,0.0,3.573838871127625e-05
41.0,0.0,2.79455725283322e-05
42.0,0.0,2.185196343679072e-05
43.0,0.0,1.7087065596169312e-05
44.0,0.0,1.3361160831522738e-05
45.0,0.0,1.0447699318493816e-05
46.0,0.0,8.169528071922193e-06
47.0,0.0,6.388121237110056e-06
48.0,0.0,4.9951581148477906e-06
49.0,0.0,3.905937265844005e-06
50.0,0.0,3.054226489153178e-06
