Length,Freq,Freq_model
1.0,0.06346708628376606,0.041296720846204726
2.0,0.07631785995279308,0.07423492359109823
3.0,0.0986100183582481,0.09700265589651497
4.0,0.1001835824809861,0.1065127249860923
5.0,0.08916863362182009,0.10545833409724552
6.0,0.0980854969840021,0.09765774934811938
7.0,0.08943089430894309,0.08637938913771606
8.0,0.06923682140047208,0.07393989813701196
9.0,0.06005769735116706,0.06178395662983861
10.0,0.05192761605035405,0.05069976970343693
11.0,0.043797534749541046,0.041033345501148434
12.0,0.03697875688434304,0.032858118304501464
13.0,0.03461841070023604,0.026094867000356195
14.0,0.022554419092578024,0.0205902099020007
15.0,0.015473380540257016,0.016164651460513466
16.0,0.00996590611067401,0.012639895025651651
17.0,0.010228166797797011,0.009852831822213247
18.0,0.0055074744295830055,0.007661413264159363
19.0,0.006294256490952006,0.0059458650825699524
20.0,0.003933910306845004,0.004607437186752119
21.0,0.003933910306845004,0.0035660210780302988
22.0,0.0015735641227380016,0.002757404168219692
23.0,0.0007867820613690008,0.002130576952314432
24.0,0.0018358248098610018,0.0016452950367897982
25.0,0.0007867820613690008,0.0012699738497661118
26.0,0.001049042748492001,0.0009799256718809968
27.0,0.0013113034356150013,0.0007559142591458307
28.0,0.0007867820613690008,0.0005829876595562474
29.0,0.0005245213742460005,0.00044954609878335725
30.0,0.0005245213742460005,0.00034660374813423416
31.0,0.0005245213742460005,0.0002672077073006651
32.0,0.0,0.00020598290714873732
33.0,0.0,0.00015877695142810022
34.0,0.00026226068712300026,0.00012238373557639363
35.0,0.00026226068712300026,9.432883998518768e-05
36.0,0.0,7.270317290374544e-05
37.0,0.0,5.603418456941571e-05
38.0,0.0,4.318626882489003e-05
39.0,0.0,3.32837981641873e-05
40.0,0.0,2.5651685265795252e-05
41.0,0.0,1.9769501664129132e-05
42.0,0.0,1.5236074370224225e-05
43.0,0.0,1.174217535427502e-05
44.0,0.0,9.049458573752894e-06
45.0,0.0,6.974218119233826e-06
46.0,0.0,5.374865610603739e-06
47.0,0.0,4.1422761418632205e-06
48.0,0.0,3.192346256633728e-06
49.0,0.0,2.4602574563532727e-06
50.0,0.0,1.8960545780622283e-06
