Length,Freq,Freq_model
1.0,0.06757215619694397,0.044102009037289946
2.0,0.08081494057724957,0.07783084108646918
3.0,0.09949066213921902,0.09912008682339725
4.0,0.09100169779286928,0.10602296546169997
5.0,0.10084889643463497,0.10263499354163627
6.0,0.08862478777589135,0.09343226101682837
7.0,0.07096774193548387,0.0817398055162516
8.0,0.07232597623089983,0.06963967354732208
9.0,0.06655348047538201,0.05827170655359538
10.0,0.05466893039049236,0.048160180170808205
11.0,0.04108658743633277,0.03946494538626088
12.0,0.030899830220713072,0.032149314254290455
13.0,0.03225806451612903,0.026083175346473243
14.0,0.01765704584040747,0.021102177568433553
15.0,0.01697792869269949,0.017039370079004263
16.0,0.012563667232597622,0.013740529053850028
17.0,0.010865874363327675,0.01107030369272786
18.0,0.011544991511035654,0.008913482356289812
19.0,0.007809847198641765,0.00717386568910931
20.0,0.004414261460101867,0.0057721273906751165
21.0,0.0027164685908319186,0.00464339351161888
22.0,0.003735144312393888,0.003734901774861646
23.0,0.0027164685908319186,0.003003899382283205
24.0,0.0020373514431239388,0.002415830612283055
25.0,0.001697792869269949,0.0019428121765526095
26.0,0.0027164685908319186,0.0015623703254982108
27.0,0.00033955857385398983,0.001256405170240274
28.0,0.0010186757215619694,0.0010103468991113508
29.0,0.0006791171477079797,0.0008124713188668834
30.0,0.0006791171477079797,0.0006533462439111448
31.0,0.0006791171477079797,0.0005253845853292191
32.0,0.00033955857385398983,0.00042248404145671755
33.0,0.0,0.00033973685949995167
34.0,0.0010186757215619694,0.0002731961760376771
35.0,0.0,0.00021968797932087668
36.0,0.00033955857385398983,0.00017665982452408195
37.0,0.0,0.00014205913912583937
38.0,0.00033955857385398983,0.00011423534188964227
39.0,0.0,9.186112142599516e-05
40.0,0.0,7.38691271140183e-05
41.0,0.0,5.9401056568149805e-05
42.0,0.0,4.7766713171135885e-05
43.0,0.0,3.8411081732474476e-05
44.0,0.0,3.0887852261309734e-05
45.0,0.0,2.4838129145648357e-05
46.0,0.0,1.9973310238568945e-05
47.0,0.0,1.606131919247057e-05
48.0,0.0,1.2915534304258246e-05
49.0,0.0,1.0385885747807902e-05
50.0,0.0,8.351696500566339e-06
