Length,Freq,Freq_model
1.0,0.07678442682047584,0.0471679662249217
2.0,0.0829127613554434,0.0789236850913628
3.0,0.0832732516222062,0.09816929512637405
4.0,0.10454217736121124,0.10418602699869894
5.0,0.09300648882480173,0.1007774036928056
6.0,0.09048305695746214,0.09195861087442857
7.0,0.07930785868781542,0.08074466731597199
8.0,0.06020187454938716,0.06906635622772768
9.0,0.061283345349675555,0.05801383409485468
10.0,0.05335255948089401,0.04811264781520169
11.0,0.03857245854361932,0.03954338728122018
12.0,0.034967555875991346,0.03229346714536284
13.0,0.028478731074260993,0.026253539086324194
14.0,0.028118240807498196,0.021274848406672358
15.0,0.01658255227108868,0.017201191172593656
16.0,0.01514059120403749,0.013885270676028225
17.0,0.011175198269646719,0.01119593134569778
18.0,0.006488824801730353,0.009020327811267171
19.0,0.008651766402307137,0.0072634659422188075
20.0,0.005046863734679163,0.005846523661982137
21.0,0.004325883201153569,0.004704731069045848
22.0,0.004325883201153569,0.003785218144956772
23.0,0.0025234318673395817,0.003045025772661816
24.0,0.0021629416005767843,0.002449358340938164
25.0,0.0014419610670511895,0.001970094282694439
26.0,0.0014419610670511895,0.0015845405327337835
27.0,0.0007209805335255948,0.0012744039392823044
28.0,0.0007209805335255948,0.0010249489387821732
29.0,0.0014419610670511895,0.0008243116778873404
30.0,0.0003604902667627974,0.000662943691852928
31.0,0.0,0.0005331618689264273
32.0,0.0010814708002883922,0.00042878506153993227
33.0,0.0,0.00034484103188374117
34.0,0.0007209805335255948,0.0002773303236156755
35.0,0.0,0.00022303611527241745
36.0,0.0,0.00017937116404671472
37.0,0.0,0.00014425463966249297
38.0,0.0,0.00011601303026199171
39.0,0.0003604902667627974,9.33004261031835e-05
40.0,0.0,7.503439752553457e-05
41.0,0.0,6.034441977430198e-05
42.0,0.0,4.853039135983091e-05
43.0,0.0,3.902927154639075e-05
44.0,0.0,3.1388248348592625e-05
45.0,0.0,2.524315901323574e-05
46.0,0.0,2.0301134944375777e-05
47.0,0.0,1.632664417218929e-05
48.0,0.0,1.313026628626719e-05
49.0,0.0,1.0559664924202461e-05
50.0,0.0,8.492327609053371e-06
