Length,Freq,Freq_model
1.0,0.07131830811979006,0.04453756169391193
2.0,0.0793454769990738,0.0760421068551235
3.0,0.08737264587835752,0.09620651100704923
4.0,0.11238036430997221,0.10355224372095434
5.0,0.08829885767212102,0.10131543216219706
6.0,0.07841926520531028,0.09327715590010702
7.0,0.07502315529484409,0.0824399986058546
8.0,0.06452608829885767,0.07082271103335765
9.0,0.06946588453226304,0.059626505565348
10.0,0.052485334979932075,0.049473846973615884
11.0,0.049089225069465885,0.04061598646159231
12.0,0.03612225995677678,0.03308524474025057
13.0,0.028712565606668725,0.026796783540333276
14.0,0.02469898116702686,0.02161215279366466
15.0,0.019141710404445816,0.017376557932360034
16.0,0.017906761346094473,0.013939164440997392
17.0,0.009879592466810744,0.01116299446062222
18.0,0.005866008027168879,0.008928744340284425
19.0,0.008335906143871565,0.007135252737210231
20.0,0.004013584439641865,0.005698273440624105
21.0,0.003704847175054029,0.004548516047935796
22.0,0.0015436863229391787,0.0036294891610983444
23.0,0.0030873726458783574,0.0028954235250211726
24.0,0.001234949058351343,0.0023094031367636232
25.0,0.0015436863229391787,0.0018417489834572933
26.0,0.0006174745291756715,0.00146865604744602
27.0,0.0006174745291756715,0.0011710630004680435
28.0,0.0009262117937635072,0.0009337255657718955
29.0,0.0006174745291756715,0.0007444629154325372
30.0,0.0006174745291756715,0.000593548252982755
31.0,0.00030873726458783575,0.0004732179781678868
32.0,0.00030873726458783575,0.0003772774986329816
33.0,0.0006174745291756715,0.0003007853128772373
34.0,0.00030873726458783575,0.00023980019871291342
35.0,0.00030873726458783575,0.00019117911763434268
36.0,0.0,0.00015241578500269746
37.0,0.0,0.00012151179425571198
38.0,0.00030873726458783575,9.687377092874676e-05
39.0,0.00030873726458783575,7.723132232998523e-05
40.0,0.00030873726458783575,6.157159121719485e-05
41.0,0.0,4.9087060996290626e-05
42.0,0.0,3.913393359289879e-05
43.0,0.0,3.119894082859653e-05
44.0,0.00030873726458783575,2.4872881892125703e-05
45.0,0.0,1.9829524567841258e-05
46.0,0.0,1.58087834760822e-05
47.0,0.0,1.2603308570102739e-05
48.0,0.0,1.0047792675762542e-05
49.0,0.0,8.010446897592554e-06
50.0,0.0,6.386204408308165e-06
